,TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
9483,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2022,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9484,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2023,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9485,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native only,21,21,,,"Percent of population, crude",1,2024,,9.7,,5.5,15.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9486,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2019,,3.5,,2.5,4.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9487,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2020,,3.5,,2.4,5.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9488,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2021,,3.1,,2.3,4.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9489,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2022,,4.3,,3.2,5.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9490,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2023,,3.3,,2.4,4.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9491,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Asian only,22,22,,,"Percent of population, crude",1,2024,,3.8,,2.9,5.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9492,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2019,,10.6,,9.3,12.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9493,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2020,,8.3,,7.2,9.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9494,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2021,,7.0,,6.0,8.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9495,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2022,,6.9,,5.9,8.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9496,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2023,,8.7,,7.5,10.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9497,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black only,23,23,,,"Percent of population, crude",1,2024,,8.9,,7.6,10.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9498,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2019,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9499,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2020,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9500,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2021,,13.9,,6.7,24.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9501,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2022,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9502,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2023,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9503,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Native Hawaiian or Other Pacific Islander only,24,24,,,"Percent of population, crude",1,2024,,14.6,,8.0,23.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9504,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2019,,8.8,,8.3,9.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9505,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2020,,7.3,,6.9,7.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9506,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2021,,7.2,,6.7,7.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9507,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2022,,6.8,,6.4,7.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9508,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2023,,7.0,,6.6,7.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9509,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,White only,25,25,,,"Percent of population, crude",1,2024,,8.7,,8.2,9.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9510,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2019,,14.6,,9.3,21.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9511,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2020,,5.8,,2.9,10.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9512,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2021,,10.3,,5.8,16.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9513,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2022,,11.2,,6.1,18.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9514,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2023,,15.0,,9.5,22.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9515,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,American Indian and Alaska Native and White,26,26,,,"Percent of population, crude",1,2024,,10.3,,5.6,17.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9516,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2019,,14.5,,7.3,24.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9517,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2020,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9518,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2021,,16.0,,9.8,24.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9519,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2022,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9520,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2023,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9521,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race,8,8,Black and White,27,27,,,"Percent of population, crude",1,2024,,13.4,,7.7,21.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA01,FN_NHISA34,SC_NHISA00"
9522,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2019,,13.2,,11.9,14.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9523,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2020,,10.8,,9.4,12.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9524,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2021,,8.7,,7.7,9.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9525,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2022,,10.9,,9.8,12.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9526,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2023,,9.6,,8.6,10.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9527,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic",28,28,,,"Percent of population, crude",1,2024,,10.0,,9.0,11.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9528,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2019,,13.5,,11.9,15.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9529,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2020,,10.9,,9.1,12.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9530,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2021,,8.7,,7.4,10.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9531,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2022,,11.3,,9.8,13.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9532,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2023,,10.2,,8.7,11.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9533,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, Hispanic, Mexican",29,29,,,"Percent of population, crude",1,2024,,9.3,,8.1,10.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9534,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2019,,8.2,,7.8,8.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9535,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2020,,6.9,,6.5,7.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9536,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2021,,6.8,,6.4,7.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9537,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2022,,6.2,,5.8,6.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9538,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2023,,6.7,,6.3,7.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9539,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"All races, non-Hispanic",30,30,,,"Percent of population, crude",1,2024,,8.3,,7.8,8.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9540,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2019,,10.5,,9.2,11.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9541,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2020,,8.3,,7.1,9.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9542,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2021,,7.0,,6.0,8.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9543,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2022,,7.0,,6.0,8.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9544,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2023,,8.7,,7.4,10.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9545,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"Black only, non-Hispanic",31,31,,,"Percent of population, crude",1,2024,,8.7,,7.4,10.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
9546,Delayed getting medical care due to cost among adults,,,Healthcare access and quality,150,Demographic Characteristic,1,Race and Hispanic origin,9,9,"White only, non-Hispanic",32,32,,,"Percent of population, crude",1,2019,,8.1,,7.6,8.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA02,FN_NHISA34,SC_NHISA00"
