topic,group,subgroup,year,estimate
Any cancer type,Disability status,Without disability,2021,8.8
Any cancer type,Disability status,Without disability,2022,8.6
Any cancer type,Disability status,Without disability,2023,8.8
Any cancer type,Functioning difficulties status,With functioning difficulties,2019,14.8
Any cancer type,Functioning difficulties status,With functioning difficulties,2020,14.5
Any cancer type,Functioning difficulties status,With functioning difficulties,2021,14.4
Any cancer type,Functioning difficulties status,With functioning difficulties,2022,14.4
Any cancer type,Functioning difficulties status,With functioning difficulties,2023,13.8
Any cancer type,Functioning difficulties status,Without functioning difficulties,2019,5.8
Any cancer type,Functioning difficulties status,Without functioning difficulties,2020,6.2
Any cancer type,Functioning difficulties status,Without functioning difficulties,2021,6.3
Any cancer type,Functioning difficulties status,Without functioning difficulties,2022,5.7
Any cancer type,Functioning difficulties status,Without functioning difficulties,2023,6.3
Any cancer type,Marital status,Married,2019,10.9
Any cancer type,Marital status,Married,2020,11.5
Any cancer type,Marital status,Married,2021,11.5
Any cancer type,Marital status,Married,2022,11.2
Any cancer type,Marital status,Married,2023,11.6
Any cancer type,Marital status,Divorced or separated,2019,12.2
Any cancer type,Marital status,Divorced or separated,2020,11.8
Any cancer type,Marital status,Divorced or separated,2021,13.8
Any cancer type,Marital status,Divorced or separated,2022,13.3
Any cancer type,Marital status,Divorced or separated,2023,12.3
Any cancer type,Marital status,Widowed,2019,23.9
Any cancer type,Marital status,Widowed,2020,23.4
Any cancer type,Marital status,Widowed,2021,23.3
Any cancer type,Marital status,Widowed,2022,22.9
Any cancer type,Marital status,Widowed,2023,25.1
Any cancer type,Marital status,Living with a partner,2019,5.8
Any cancer type,Marital status,Living with a partner,2020,4.8
Any cancer type,Marital status,Living with a partner,2021,4.9
Any cancer type,Marital status,Living with a partner,2022,5.8
Any cancer type,Marital status,Living with a partner,2023,3.8
Any cancer type,Marital status,Never married,2019,2.8
Any cancer type,Marital status,Never married,2020,2.8
Any cancer type,Marital status,Never married,2021,3.2
Any cancer type,Marital status,Never married,2022,3.0
Any cancer type,Marital status,Never married,2023,3.3
Any cancer type,Nativity,U.S.-born,2019,10.7
Any cancer type,Nativity,U.S.-born,2020,10.8
Any cancer type,Nativity,U.S.-born,2021,11.0
Any cancer type,Nativity,U.S.-born,2022,10.8
Any cancer type,Nativity,U.S.-born,2023,10.9
Any cancer type,Nativity,Foreign-born,2019,4.5
Any cancer type,Nativity,Foreign-born,2020,4.4
Any cancer type,Nativity,Foreign-born,2021,4.5
Any cancer type,Nativity,Foreign-born,2022,4.6
Any cancer type,Nativity,Foreign-born,2023,4.8
Any cancer type,Race,American Indian and Alaska Native only,2019,8.8
Any cancer type,Race,American Indian and Alaska Native only,2020,6.0
Any cancer type,Race,American Indian and Alaska Native only,2023,4.5
Any cancer type,Race,Asian only,2019,2.5
Any cancer type,Race,Asian only,2020,2.9
Any cancer type,Race,Asian only,2021,3.4
Any cancer type,Race,Asian only,2022,3.3
Any cancer type,Race,Asian only,2023,3.5
Any cancer type,Race,Black only,2019,5.1
Any cancer type,Race,Black only,2020,5.3
Any cancer type,Race,Black only,2021,5.3
Any cancer type,Race,Black only,2022,4.4
Any cancer type,Race,Black only,2023,5.7
Any cancer type,Race,White only,2019,11.4
Any cancer type,Race,White only,2020,11.7
Any cancer type,Race,White only,2021,11.7
Any cancer type,Race,White only,2022,11.7
Any cancer type,Race,White only,2023,11.7
Any cancer type,Race,American Indian and Alaska Native and White,2019,15.6
Any cancer type,Race,American Indian and Alaska Native and White,2020,8.1
Any cancer type,Race,American Indian and Alaska Native and White,2021,12.4
Any cancer type,Race,American Indian and Alaska Native and White,2022,11.7
Any cancer type,Race,American Indian and Alaska Native and White,2023,10.6
Any cancer type,Race and Hispanic origin,"All races, Hispanic",2019,4.1
Any cancer type,Race and Hispanic origin,"All races, Hispanic",2020,4.0
Any cancer type,Race and Hispanic origin,"All races, Hispanic",2021,3.6
Any cancer type,Race and Hispanic origin,"All races, Hispanic",2022,3.6
Any cancer type,Race and Hispanic origin,"All races, Hispanic",2023,3.7
Any cancer type,Race and Hispanic origin,"All races, Hispanic, Mexican",2019,3.5
Any cancer type,Race and Hispanic origin,"All races, Hispanic, Mexican",2020,3.0
Any cancer type,Race and Hispanic origin,"All races, Hispanic, Mexican",2021,2.7
Any cancer type,Race and Hispanic origin,"All races, Hispanic, Mexican",2022,3.4
Any cancer type,Race and Hispanic origin,"All races, Hispanic, Mexican",2023,2.9
Any cancer type,Race and Hispanic origin,"All races, non-Hispanic",2019,10.6
Any cancer type,Race and Hispanic origin,"All races, non-Hispanic",2020,10.8
Any cancer type,Race and Hispanic origin,"All races, non-Hispanic",2021,11.0
Any cancer type,Race and Hispanic origin,"All races, non-Hispanic",2022,10.8
Any cancer type,Race and Hispanic origin,"All races, non-Hispanic",2023,11.0
Any cancer type,Race and Hispanic origin,"Black only, non-Hispanic",2019,5.0
Any cancer type,Race and Hispanic origin,"Black only, non-Hispanic",2020,5.3
Any cancer type,Race and Hispanic origin,"Black only, non-Hispanic",2021,5.5
Any cancer type,Race and Hispanic origin,"Black only, non-Hispanic",2022,4.5
Any cancer type,Race and Hispanic origin,"Black only, non-Hispanic",2023,5.7
Any cancer type,Race and Hispanic origin,"White only, non-Hispanic",2019,12.4
Any cancer type,Race and Hispanic origin,"White only, non-Hispanic",2020,12.8
Any cancer type,Race and Hispanic origin,"White only, non-Hispanic",2021,13.0
Any cancer type,Race and Hispanic origin,"White only, non-Hispanic",2022,13.0
Any cancer type,Race and Hispanic origin,"White only, non-Hispanic",2023,13.0
Any cancer type,Race and Hispanic origin,"Other races, non-Hispanic",2019,4.2
Any cancer type,Race and Hispanic origin,"Other races, non-Hispanic",2020,3.8
Any cancer type,Race and Hispanic origin,"Other races, non-Hispanic",2021,4.4
Any cancer type,Race and Hispanic origin,"Other races, non-Hispanic",2022,4.2
Any cancer type,Race and Hispanic origin,"Other races, non-Hispanic",2023,4.1
Any cancer type,Sex,Female,2019,10.3
Any cancer type,Sex,Female,2020,10.5
Any cancer type,Sex,Female,2021,10.5
Any cancer type,Sex,Female,2022,10.4
Any cancer type,Sex,Female,2023,10.4
Any cancer type,Sex,Male,2019,8.7
Any cancer type,Sex,Male,2020,8.7
Any cancer type,Sex,Male,2021,9.0
Any cancer type,Sex,Male,2022,8.6
Any cancer type,Sex,Male,2023,9.0
Any cancer type,Sexual orientation,Bisexual,2019,6.4
Any cancer type,Sexual orientation,Bisexual,2020,4.7
Any cancer type,Sexual orientation,Bisexual,2021,5.8
Any cancer type,Sexual orientation,Bisexual,2022,3.7
Any cancer type,Sexual orientation,Bisexual,2023,4.3
Any cancer type,Sexual orientation,Gay or Lesbian,2019,7.3
Any cancer type,Sexual orientation,Gay or Lesbian,2020,7.0
Any cancer type,Sexual orientation,Gay or Lesbian,2021,6.0
Any cancer type,Sexual orientation,Gay or Lesbian,2022,8.5
Any cancer type,Sexual orientation,Gay or Lesbian,2023,8.5
Any cancer type,Sexual orientation,Straight,2019,9.6
Any cancer type,Sexual orientation,Straight,2020,9.8
Any cancer type,Sexual orientation,Straight,2021,10.1
Any cancer type,Sexual orientation,Straight,2022,9.9
Any cancer type,Sexual orientation,Straight,2023,10.0
Any cancer type,Veteran status,Veteran,2019,19.9
Any cancer type,Veteran status,Veteran,2020,20.2
Any cancer type,Veteran status,Veteran,2021,20.5
Any cancer type,Veteran status,Veteran,2022,18.8
Any cancer type,Veteran status,Veteran,2023,19.5
Any cancer type,Veteran status,Non-veteran,2019,8.6
Any cancer type,Veteran status,Non-veteran,2020,8.7
Any cancer type,Veteran status,Non-veteran,2021,9.0
Any cancer type,Veteran status,Non-veteran,2022,8.9
Any cancer type,Veteran status,Non-veteran,2023,9.0
Any cancer type,Metropolitan statistical area,Large MSA,2019,8.5
Any cancer type,Metropolitan statistical area,Large MSA,2020,8.6
Any cancer type,Metropolitan statistical area,Large MSA,2021,8.7
Any cancer type,Metropolitan statistical area,Large MSA,2022,8.3
Any cancer type,Metropolitan statistical area,Large MSA,2023,8.6
Any cancer type,Metropolitan statistical area,Small MSA,2019,10.2
Any cancer type,Metropolitan statistical area,Small MSA,2020,10.1
Any cancer type,Metropolitan statistical area,Small MSA,2021,10.8
Any cancer type,Metropolitan statistical area,Small MSA,2022,11.1
Any cancer type,Metropolitan statistical area,Small MSA,2023,10.4
Any cancer type,Metropolitan statistical area,Non-MSA,2019,12.0
Any cancer type,Metropolitan statistical area,Non-MSA,2020,12.8
Any cancer type,Metropolitan statistical area,Non-MSA,2021,11.8
Any cancer type,Metropolitan statistical area,Non-MSA,2022,11.3
Any cancer type,Metropolitan statistical area,Non-MSA,2023,12.5
Any cancer type,Region,Northeast,2019,9.8
Any cancer type,Region,Northeast,2020,9.5
Any cancer type,Region,Northeast,2021,10.3
Any cancer type,Region,Northeast,2022,8.9
Any cancer type,Region,Northeast,2023,9.5
Any cancer type,Region,Midwest,2019,10.0
Any cancer type,Region,Midwest,2020,10.3
Any cancer type,Region,Midwest,2021,9.8
Any cancer type,Region,Midwest,2022,10.5
Any cancer type,Region,Midwest,2023,11.3
Any cancer type,Region,South,2019,9.7
Any cancer type,Region,South,2020,10.1
Any cancer type,Region,South,2021,9.8
Any cancer type,Region,South,2022,9.3
Any cancer type,Region,South,2023,9.5
Any cancer type,Region,West,2019,8.4
Any cancer type,Region,West,2020,8.4
Any cancer type,Region,West,2021,9.3
Any cancer type,Region,West,2022,9.7
Any cancer type,Region,West,2023,8.8
Any cancer type,Social vulnerability,Little to no social vulnerability,2019,11.1
Any cancer type,Social vulnerability,Little to no social vulnerability,2020,11.0
Any cancer type,Social vulnerability,Little to no social vulnerability,2021,10.8
Any cancer type,Social vulnerability,Little to no social vulnerability,2022,10.4
Any cancer type,Social vulnerability,Little to no social vulnerability,2023,11.2
Any cancer type,Social vulnerability,Low social vulnerability,2019,9.4
Any cancer type,Social vulnerability,Low social vulnerability,2020,9.5
Any cancer type,Social vulnerability,Low social vulnerability,2021,10.2
Any cancer type,Social vulnerability,Low social vulnerability,2022,10.1
Any cancer type,Social vulnerability,Low social vulnerability,2023,10.3
Any cancer type,Social vulnerability,Medium social vulnerability,2019,10.0
Any cancer type,Social vulnerability,Medium social vulnerability,2020,10.1
Any cancer type,Social vulnerability,Medium social vulnerability,2021,9.9
Any cancer type,Social vulnerability,Medium social vulnerability,2022,10.3
Any cancer type,Social vulnerability,Medium social vulnerability,2023,10.0
Any cancer type,Social vulnerability,High social vulnerability,2019,7.6
Any cancer type,Social vulnerability,High social vulnerability,2020,8.1
Any cancer type,Social vulnerability,High social vulnerability,2021,8.3
Any cancer type,Social vulnerability,High social vulnerability,2022,8.3
Any cancer type,Social vulnerability,High social vulnerability,2023,8.4
Any cancer type,Urbanicity,Large central metro,2019,7.3
Any cancer type,Urbanicity,Large central metro,2020,7.5
Any cancer type,Urbanicity,Large central metro,2021,8.0
Any cancer type,Urbanicity,Large central metro,2022,7.6
Any cancer type,Urbanicity,Large central metro,2023,8.2
Any cancer type,Urbanicity,Large fringe metro,2019,10.0
Any cancer type,Urbanicity,Large fringe metro,2020,9.9
Any cancer type,Urbanicity,Large fringe metro,2021,9.5
Any cancer type,Urbanicity,Large fringe metro,2022,9.2
Any cancer type,Urbanicity,Large fringe metro,2023,9.2
Any cancer type,Urbanicity,Medium and small metro,2019,10.1
Any cancer type,Urbanicity,Medium and small metro,2020,10.1
Any cancer type,Urbanicity,Medium and small metro,2021,10.9
Any cancer type,Urbanicity,Medium and small metro,2022,11.1
Any cancer type,Urbanicity,Medium and small metro,2023,10.4
Any cancer type,Urbanicity,Nonmetropolitan,2019,12.0
Any cancer type,Urbanicity,Nonmetropolitan,2020,12.8
Any cancer type,Urbanicity,Nonmetropolitan,2021,11.7
Any cancer type,Urbanicity,Nonmetropolitan,2022,11.3
Any cancer type,Urbanicity,Nonmetropolitan,2023,12.5
Any cancer type,Education,No high school diploma or GED,2019,10.1
Any cancer type,Education,No high school diploma or GED,2020,9.8
Any cancer type,Education,No high school diploma or GED,2021,9.5
Any cancer type,Education,No high school diploma or GED,2022,8.1
Any cancer type,Education,No high school diploma or GED,2023,9.2
Any cancer type,Education,High school diploma or GED,2019,10.2
Any cancer type,Education,High school diploma or GED,2020,11.4
Any cancer type,Education,High school diploma or GED,2021,10.2
Any cancer type,Education,High school diploma or GED,2022,10.2
Any cancer type,Education,High school diploma or GED,2023,10.7
Any cancer type,Education,Some college,2019,11.2
Any cancer type,Education,Some college,2020,11.1
Any cancer type,Education,Some college,2021,11.9
Any cancer type,Education,Some college,2022,11.9
Any cancer type,Education,Some college,2023,11.7
Any cancer type,Education,College degree or higher,2019,10.8
Any cancer type,Education,College degree or higher,2020,10.7
Any cancer type,Education,College degree or higher,2021,11.3
Any cancer type,Education,College degree or higher,2022,11.1
Any cancer type,Education,College degree or higher,2023,11.1
Any cancer type,Employment status,Employed,2019,5.4
Any cancer type,Employment status,Employed,2020,5.4
Any cancer type,Employment status,Employed,2021,5.7
Any cancer type,Employment status,Employed,2022,5.4
Any cancer type,Employment status,Employed,2023,5.6
Any cancer type,Employment status,Employed - Full-time,2019,5.0
Any cancer type,Employment status,Employed - Full-time,2020,5.0
Any cancer type,Employment status,Employed - Full-time,2021,5.2
Any cancer type,Employment status,Employed - Full-time,2022,4.8
Any cancer type,Employment status,Employed - Full-time,2023,5.1
Any cancer type,Employment status,Employed - Part-time,2019,7.0
Any cancer type,Employment status,Employed - Part-time,2020,7.4
Any cancer type,Employment status,Employed - Part-time,2021,7.7
Any cancer type,Employment status,Employed - Part-time,2022,7.6
Any cancer type,Employment status,Employed - Part-time,2023,7.7
Any cancer type,Employment status,Not employed,2019,17.0
Any cancer type,Employment status,Not employed,2020,16.4
Any cancer type,Employment status,Not employed,2021,16.7
Any cancer type,Employment status,Not employed,2022,17.2
